vertices_num,total_weight,solution_size,execution_time,num_operations,dynamic_combined_configurations,base_threshold,refine_threshold,num_edges
8,0.9199999999999999,3,0.0041315555572509766,6552,1300,0.5,0.75,15
250,23.993449999999996,312,25.203171253204346,5642801,127300,0.5,0.75,2546
