vertices_num,percentage_max_num_edges,total_weight,solution_size,execution_time,num_operations,dynamic_configurations,base_threshold,refine_threshold
4,0.125,66,1,0.023216962814331055,3,10000,0.125,0.25
4,0.25,52,2,0.027746915817260742,13,10000,0.125,0.25
4,0.5,87,1,0.021721601486206055,20,10000,0.125,0.25
4,0.75,69,1,0.028003692626953125,37,10000,0.125,0.25
5,0.125,150,2,0.027734041213989258,13,10000,0.125,0.25
5,0.25,168,2,0.023586511611938477,17,10000,0.125,0.25
5,0.5,25,1,0.023881196975708008,50,10000,0.125,0.25
5,0.75,119,4,0.02160477638244629,77,10000,0.125,0.25
6,0.125,78,2,0.023262500762939453,13,10000,0.125,0.25
6,0.25,74,2,0.029567241668701172,27,10000,0.125,0.25
6,0.5,91,2,0.021861553192138672,51,10000,0.125,0.25
6,0.75,111,4,0.020568370819091797,113,10000,0.125,0.25
7,0.125,129,3,0.025412797927856445,34,10000,0.125,0.25
7,0.25,168,3,0.020726919174194336,44,10000,0.125,0.25
7,0.5,277,4,0.020876169204711914,110,10000,0.125,0.25
7,0.75,130,4,0.022915124893188477,161,10000,0.125,0.25
8,0.125,286,4,0.03391385078430176,79,10000,0.125,0.25
8,0.25,249,5,0.020922422409057617,57,10000,0.125,0.25
8,0.5,124,2,0.022937297821044922,88,10000,0.125,0.25
8,0.75,333,6,0.02486443519592285,225,10000,0.125,0.25
9,0.125,156,4,0.020540237426757812,83,10000,0.125,0.25
9,0.25,208,5,0.022971630096435547,174,10000,0.125,0.25
9,0.5,359,5,0.022870302200317383,200,10000,0.125,0.25
9,0.75,215,6,0.02282118797302246,238,10000,0.125,0.25
10,0.125,123,4,0.020586013793945312,158,10000,0.125,0.25
10,0.25,182,5,0.022060871124267578,110,10000,0.125,0.25
10,0.5,376,8,0.02530694007873535,269,10000,0.125,0.25
10,0.75,283,6,0.021358251571655273,289,10000,0.125,0.25
11,0.125,221,5,0.02411055564880371,123,10000,0.125,0.25
11,0.25,275,4,0.02477717399597168,154,10000,0.125,0.25
11,0.5,750,11,0.02164316177368164,405,10000,0.125,0.25
11,0.75,355,9,0.02904486656188965,597,10000,0.125,0.25
12,0.125,321,7,0.03217720985412598,95,10000,0.125,0.25
12,0.25,231,5,0.0315399169921875,195,10000,0.125,0.25
12,0.5,232,6,0.02995014190673828,370,10000,0.125,0.25
12,0.75,407,8,0.027698040008544922,406,10000,0.125,0.25
13,0.125,294,7,0.023418188095092773,177,10000,0.125,0.25
13,0.25,314,7,0.027009248733520508,182,10000,0.125,0.25
13,0.5,262,7,0.02138519287109375,442,10000,0.125,0.25
13,0.75,544,9,0.024769067764282227,922,10000,0.125,0.25
