vertices_num,percentage_max_num_edges,total_weight,solution_size,execution_time,num_operations,dynamic_combined_configurations,base_threshold,refine_threshold
19,0.5,570,17,0.4821779727935791,756251,10000,0.125,0.25
19,0.75,736,25,1.0344271659851074,1616086,10000,0.125,0.25
20,0.125,1274,24,0.04363298416137695,55365,10000,0.125,0.25
20,0.25,184,9,0.11321020126342773,181419,10000,0.125,0.25
20,0.5,550,19,0.5636258125305176,871094,10000,0.125,0.25
20,0.75,741,16,1.1892189979553223,1841530,10000,0.125,0.25
21,0.125,1319,27,0.049813270568847656,75252,10000,0.125,0.25
21,0.25,412,10,0.15411710739135742,246497,10000,0.125,0.25
21,0.5,700,21,0.7111637592315674,1062488,10000,0.125,0.25
21,0.75,723,16,1.3570635318756104,2064966,10000,0.125,0.25
22,0.125,1587,29,0.05040311813354492,77667,10000,0.125,0.25
22,0.25,328,11,0.16707944869995117,265639,10000,0.125,0.25
22,0.5,606,23,0.7593908309936523,1141320,10000,0.125,0.25
22,0.75,860,23,1.5428102016448975,2276973,10000,0.125,0.25
23,0.125,1518,32,0.07467842102050781,117167,10000,0.125,0.25
23,0.25,482,12,0.20387935638427734,320000,10000,0.125,0.25
23,0.5,712,17,0.912447452545166,1338396,10000,0.125,0.25
23,0.75,824,22,1.7410485744476318,2519087,10000,0.125,0.25
24,0.125,1461,35,0.08449459075927734,134761,10000,0.125,0.25
24,0.25,439,13,0.20507049560546875,317776,10000,0.125,0.25
24,0.5,956,22,1.0087785720825195,1440733,10000,0.125,0.25
24,0.75,904,22,1.9486682415008545,2771634,10000,0.125,0.25
25,0.125,2134,38,0.08910512924194336,140408,10000,0.125,0.25
25,0.25,553,15,0.2876715660095215,424928,10000,0.125,0.25
25,0.5,1055,19,1.2430098056793213,1684275,10000,0.125,0.25
25,0.75,752,18,2.1980180740356445,3044677,10000,0.125,0.25
26,0.125,2198,41,0.09309792518615723,148390,10000,0.125,0.25
26,0.25,464,16,0.3162226676940918,461084,10000,0.125,0.25
26,0.5,989,21,1.3139727115631104,1774693,10000,0.125,0.25
26,0.75,987,20,2.4131555557250977,3279455,10000,0.125,0.25
27,0.125,2150,44,0.07593822479248047,121532,10000,0.125,0.25
27,0.25,619,17,0.30347466468811035,434334,10000,0.125,0.25
27,0.5,1163,35,1.5257408618927002,2014447,10000,0.125,0.25
27,0.75,945,26,2.8005905151367188,3555921,10000,0.125,0.25
28,0.125,2025,48,0.08803868293762207,143754,10000,0.125,0.25
28,0.25,738,19,0.39670491218566895,552218,10000,0.125,0.25
28,0.5,1046,24,1.8301773071289062,2184065,10000,0.125,0.25
28,0.75,1373,32,2.99306583404541,3854834,10000,0.125,0.25
29,0.125,3203,51,0.10884618759155273,175517,10000,0.125,0.25
29,0.25,774,20,0.3959770202636719,543259,10000,0.125,0.25
29,0.5,1004,27,1.9193127155303955,2398947,10000,0.125,0.25
29,0.75,1211,25,3.3156771659851074,4147494,10000,0.125,0.25
30,0.125,2622,55,0.11994600296020508,191981,10000,0.125,0.25
30,0.25,699,21,0.41701507568359375,556141,10000,0.125,0.25
30,0.5,1445,27,2.1513779163360596,2640307,10000,0.125,0.25
30,0.75,1259,29,3.6115942001342773,4452786,10000,0.125,0.25
