vertices_num,percentage_max_num_edges,total_weight,solution_size,execution_time,num_operations,dynamic_configurations,base_threshold,refine_threshold
4,0.125,66,1,0.020251750946044922,3,10000,0.25,0.35
4,0.25,52,2,0.021239519119262695,13,10000,0.25,0.35
4,0.5,87,1,0.019265174865722656,20,10000,0.25,0.35
4,0.75,69,1,0.01918816566467285,46,10000,0.25,0.35
5,0.125,150,2,0.02177882194519043,13,10000,0.25,0.35
5,0.25,171,2,0.018813610076904297,17,10000,0.25,0.35
5,0.5,25,1,0.019136905670166016,34,10000,0.25,0.35
5,0.75,58,2,0.019926786422729492,69,10000,0.25,0.35
6,0.125,78,2,0.02114081382751465,13,10000,0.25,0.35
6,0.25,53,3,0.01936817169189453,23,10000,0.25,0.35
6,0.5,237,4,0.02004098892211914,55,10000,0.25,0.35
6,0.75,130,3,0.019798755645751953,101,10000,0.25,0.35
7,0.125,129,3,0.02223372459411621,34,10000,0.25,0.35
7,0.25,202,3,0.019635677337646484,48,10000,0.25,0.35
7,0.5,253,4,0.020236492156982422,88,10000,0.25,0.35
7,0.75,199,6,0.0206756591796875,205,10000,0.25,0.35
8,0.125,286,4,0.02488255500793457,79,10000,0.25,0.35
8,0.25,254,6,0.019722461700439453,76,10000,0.25,0.35
8,0.5,289,5,0.01982712745666504,109,10000,0.25,0.35
8,0.75,210,5,0.020585298538208008,165,10000,0.25,0.35
9,0.125,156,4,0.020035743713378906,61,10000,0.25,0.35
9,0.25,292,6,0.01973128318786621,152,10000,0.25,0.35
9,0.5,253,5,0.020400047302246094,183,10000,0.25,0.35
9,0.75,255,5,0.019255399703979492,183,10000,0.25,0.35
10,0.125,222,5,0.0192873477935791,54,10000,0.25,0.35
10,0.25,192,5,0.01949024200439453,101,10000,0.25,0.35
10,0.5,366,8,0.01942753791809082,236,10000,0.25,0.35
10,0.75,422,7,0.019609928131103516,324,10000,0.25,0.35
11,0.125,248,6,0.019357919692993164,210,10000,0.25,0.35
11,0.25,350,5,0.019514799118041992,180,10000,0.25,0.35
11,0.5,499,8,0.019070863723754883,337,10000,0.25,0.35
11,0.75,235,6,0.0195462703704834,421,10000,0.25,0.35
12,0.125,384,7,0.02005147933959961,136,10000,0.25,0.35
12,0.25,262,6,0.02061319351196289,339,10000,0.25,0.35
12,0.5,606,10,0.01989579200744629,344,10000,0.25,0.35
12,0.75,804,11,0.01945662498474121,529,10000,0.25,0.35
13,0.125,363,6,0.01923537254333496,136,10000,0.25,0.35
13,0.25,304,7,0.02017378807067871,170,10000,0.25,0.35
13,0.5,586,11,0.019927978515625,707,10000,0.25,0.35
13,0.75,423,9,0.019118547439575195,698,10000,0.25,0.35
14,0.125,430,9,0.019526958465576172,162,10000,0.25,0.35
14,0.25,481,10,0.019161224365234375,406,10000,0.25,0.35
14,0.5,376,8,0.01943349838256836,645,10000,0.25,0.35
14,0.75,271,7,0.020261526107788086,833,10000,0.25,0.35
15,0.125,308,9,0.019327878952026367,157,10000,0.25,0.35
15,0.25,581,12,0.01969003677368164,379,10000,0.25,0.35
15,0.5,536,8,0.019936561584472656,814,10000,0.25,0.35
15,0.75,791,14,0.019636869430541992,863,10000,0.25,0.35
16,0.125,483,11,0.019442081451416016,195,10000,0.25,0.35
16,0.25,775,14,0.019644975662231445,399,10000,0.25,0.35
16,0.5,476,11,0.01995062828063965,606,10000,0.25,0.35
16,0.75,703,15,0.020134449005126953,1280,10000,0.25,0.35
17,0.125,415,6,0.020152568817138672,153,10000,0.25,0.35
17,0.25,688,14,0.01964879035949707,436,10000,0.25,0.35
17,0.5,675,14,0.020359516143798828,1180,10000,0.25,0.35
17,0.75,881,19,0.020293712615966797,1983,10000,0.25,0.35
18,0.125,565,10,0.019847631454467773,294,10000,0.25,0.35
18,0.25,736,11,0.019672870635986328,512,10000,0.25,0.35
18,0.5,579,15,0.01994919776916504,1112,10000,0.25,0.35
18,0.75,588,12,0.021370887756347656,1426,10000,0.25,0.35
19,0.125,596,16,0.01987624168395996,470,10000,0.25,0.35
19,0.25,669,13,0.020458698272705078,475,10000,0.25,0.35
19,0.5,645,12,0.020126819610595703,1278,10000,0.25,0.35
19,0.75,887,21,0.02104973793029785,2290,10000,0.25,0.35
20,0.125,822,15,0.019364118576049805,373,10000,0.25,0.35
20,0.25,625,16,0.02028179168701172,1014,10000,0.25,0.35
20,0.5,872,15,0.020186662673950195,893,10000,0.25,0.35
20,0.75,812,18,0.020642995834350586,2060,10000,0.25,0.35
21,0.125,784,17,0.019800901412963867,575,10000,0.25,0.35
21,0.25,880,17,0.019672393798828125,987,10000,0.25,0.35
21,0.5,925,17,0.01982855796813965,1107,10000,0.25,0.35
21,0.75,857,19,0.02293682098388672,4596,10000,0.25,0.35
22,0.125,910,17,0.019433259963989258,362,10000,0.25,0.35
22,0.25,959,17,0.019531965255737305,717,10000,0.25,0.35
22,0.5,1132,23,0.021491527557373047,1464,10000,0.25,0.35
22,0.75,1215,26,0.023719072341918945,3906,10000,0.25,0.35
23,0.125,765,13,0.020163297653198242,419,10000,0.25,0.35
23,0.25,1028,19,0.020490169525146484,1330,10000,0.25,0.35
23,0.5,1176,28,0.02143692970275879,3120,10000,0.25,0.35
23,0.75,851,21,0.022057533264160156,4275,10000,0.25,0.35
