vertices_num,percentage_max_num_edges,total_weight,solution_size,execution_time,num_operations,dynamic_configurations,base_threshold,refine_threshold
4,0.125,66,1,0.019612789154052734,3,10000,0.5,0.75
4,0.25,52,2,0.02084183692932129,13,10000,0.5,0.75
4,0.5,87,1,0.019114017486572266,27,10000,0.5,0.75
4,0.75,69,1,0.019570112228393555,55,10000,0.5,0.75
5,0.125,150,2,0.021008014678955078,13,10000,0.5,0.75
5,0.25,168,2,0.019443750381469727,21,10000,0.5,0.75
5,0.5,25,1,0.01962137222290039,34,10000,0.5,0.75
5,0.75,15,2,0.01982712745666504,101,10000,0.5,0.75
6,0.125,78,2,0.022023677825927734,13,10000,0.5,0.75
6,0.25,74,2,0.020001888275146484,29,10000,0.5,0.75
6,0.5,159,2,0.019662857055664062,64,10000,0.5,0.75
6,0.75,81,2,0.019428014755249023,152,10000,0.5,0.75
7,0.125,129,3,0.022492170333862305,34,10000,0.5,0.75
7,0.25,84,2,0.020034074783325195,39,10000,0.5,0.75
7,0.5,244,4,0.01989459991455078,107,10000,0.5,0.75
7,0.75,106,3,0.02051854133605957,165,10000,0.5,0.75
8,0.125,286,4,0.024825572967529297,79,10000,0.5,0.75
8,0.25,107,3,0.019795894622802734,50,10000,0.5,0.75
8,0.5,160,3,0.019767045974731445,178,10000,0.5,0.75
8,0.75,289,6,0.020639657974243164,237,10000,0.5,0.75
9,0.125,156,4,0.019240140914916992,45,10000,0.5,0.75
9,0.25,155,4,0.019430875778198242,103,10000,0.5,0.75
9,0.5,181,4,0.019554853439331055,126,10000,0.5,0.75
9,0.75,303,6,0.01963353157043457,305,10000,0.5,0.75
10,0.125,227,5,0.018932580947875977,268,10000,0.5,0.75
10,0.25,250,5,0.01923346519470215,162,10000,0.5,0.75
10,0.5,232,8,0.019195556640625,254,10000,0.5,0.75
10,0.75,543,11,0.020172595977783203,466,10000,0.5,0.75
11,0.125,248,6,0.019759178161621094,105,10000,0.5,0.75
11,0.25,331,5,0.0198214054107666,277,10000,0.5,0.75
11,0.5,466,9,0.01970529556274414,386,10000,0.5,0.75
11,0.75,220,5,0.019695758819580078,421,10000,0.5,0.75
12,0.125,386,8,0.026636838912963867,299,10000,0.5,0.75
12,0.25,355,7,0.027292490005493164,498,10000,0.5,0.75
12,0.5,322,7,0.019954204559326172,310,10000,0.5,0.75
12,0.75,897,13,0.020059823989868164,1090,10000,0.5,0.75
13,0.125,360,5,0.01940321922302246,159,10000,0.5,0.75
13,0.25,346,8,0.02017688751220703,241,10000,0.5,0.75
13,0.5,601,10,0.02048969268798828,536,10000,0.5,0.75
13,0.75,578,9,0.019559144973754883,1029,10000,0.5,0.75
14,0.125,525,11,0.019500255584716797,242,10000,0.5,0.75
14,0.25,425,8,0.019578933715820312,214,10000,0.5,0.75
14,0.5,381,11,0.02003002166748047,900,10000,0.5,0.75
14,0.75,354,9,0.020053386688232422,625,10000,0.5,0.75
15,0.125,453,11,0.019201040267944336,224,10000,0.5,0.75
15,0.25,742,13,0.01952385902404785,483,10000,0.5,0.75
15,0.5,553,12,0.019327163696289062,699,10000,0.5,0.75
15,0.75,825,14,0.020546674728393555,1634,10000,0.5,0.75
16,0.125,423,9,0.019228458404541016,198,10000,0.5,0.75
16,0.25,490,12,0.019784927368164062,497,10000,0.5,0.75
16,0.5,586,13,0.019388437271118164,697,10000,0.5,0.75
16,0.75,565,12,0.020203351974487305,1064,10000,0.5,0.75
17,0.125,303,11,0.019733667373657227,404,10000,0.5,0.75
17,0.25,718,13,0.020003318786621094,468,10000,0.5,0.75
17,0.5,1046,18,0.02022242546081543,1021,10000,0.5,0.75
17,0.75,672,12,0.019919157028198242,1472,10000,0.5,0.75
18,0.125,535,9,0.019383907318115234,332,10000,0.5,0.75
18,0.25,774,16,0.019484996795654297,560,10000,0.5,0.75
18,0.5,733,17,0.020101070404052734,1236,10000,0.5,0.75
18,0.75,897,14,0.021062850952148438,2797,10000,0.5,0.75
19,0.125,578,15,0.01941061019897461,386,10000,0.5,0.75
19,0.25,539,9,0.0196533203125,474,10000,0.5,0.75
19,0.5,951,16,0.02054882049560547,1000,10000,0.5,0.75
19,0.75,512,12,0.02138686180114746,2886,10000,0.5,0.75
20,0.125,529,11,0.01924586296081543,422,10000,0.5,0.75
20,0.25,557,14,0.019548654556274414,875,10000,0.5,0.75
20,0.5,1003,22,0.020029306411743164,1434,10000,0.5,0.75
20,0.75,1091,22,0.022298574447631836,4986,10000,0.5,0.75
21,0.125,532,12,0.019325733184814453,275,10000,0.5,0.75
21,0.25,957,15,0.019754648208618164,914,10000,0.5,0.75
21,0.5,977,24,0.02043914794921875,2078,10000,0.5,0.75
21,0.75,899,18,0.021068334579467773,2889,10000,0.5,0.75
22,0.125,713,15,0.01959228515625,550,10000,0.5,0.75
22,0.25,774,15,0.020087242126464844,1123,10000,0.5,0.75
22,0.5,540,12,0.020199060440063477,1592,10000,0.5,0.75
22,0.75,871,19,0.022503137588500977,4448,10000,0.5,0.75
23,0.125,537,12,0.0199434757232666,757,10000,0.5,0.75
23,0.25,1160,19,0.020032405853271484,1031,10000,0.5,0.75
23,0.5,1021,21,0.0204465389251709,2448,10000,0.5,0.75
23,0.75,812,19,0.022521018981933594,4474,10000,0.5,0.75
24,0.125,560,15,0.020962953567504883,1003,10000,0.5,0.75
24,0.25,1020,22,0.020888566970825195,1434,10000,0.5,0.75
24,0.5,1446,28,0.020415544509887695,1918,10000,0.5,0.75
24,0.75,1140,23,0.022670507431030273,5065,10000,0.5,0.75
25,0.125,1058,18,0.019829511642456055,995,10000,0.5,0.75
25,0.25,1090,20,0.020439863204956055,1614,10000,0.5,0.75
25,0.5,1370,26,0.021270751953125,3217,10000,0.5,0.75
25,0.75,825,23,0.022931814193725586,6032,10000,0.5,0.75
26,0.125,1069,19,0.019527196884155273,580,10000,0.5,0.75
26,0.25,932,19,0.021539688110351562,3337,10000,0.5,0.75
26,0.5,1231,27,0.02242422103881836,3454,10000,0.5,0.75
26,0.75,1455,33,0.023546218872070312,6232,10000,0.5,0.75
27,0.125,755,17,0.01967906951904297,860,10000,0.5,0.75
27,0.25,1257,24,0.0200650691986084,1354,10000,0.5,0.75
27,0.5,1239,27,0.021990537643432617,3755,10000,0.5,0.75
27,0.75,1542,32,0.023766040802001953,6406,10000,0.5,0.75
28,0.125,925,21,0.019738435745239258,694,10000,0.5,0.75
28,0.25,1007,19,0.02098989486694336,1764,10000,0.5,0.75
28,0.5,1862,35,0.023051738739013672,5557,10000,0.5,0.75
28,0.75,1123,31,0.026291608810424805,8634,10000,0.5,0.75
29,0.125,1537,25,0.020418882369995117,1515,10000,0.5,0.75
29,0.25,1128,23,0.020139217376708984,1340,10000,0.5,0.75
29,0.5,1300,30,0.0223238468170166,3830,10000,0.5,0.75
29,0.75,1433,32,0.02623462677001953,8420,10000,0.5,0.75
30,0.125,1299,25,0.020721912384033203,1542,10000,0.5,0.75
30,0.25,1099,24,0.020671844482421875,1585,10000,0.5,0.75
30,0.5,1304,22,0.0228574275970459,4620,10000,0.5,0.75
30,0.75,1609,34,0.028542280197143555,9887,10000,0.5,0.75
