vertices_num,percentage_max_num_edges,total_weight,solution_size,execution_time,num_operations,dynamic_combined_configurations,base_threshold,refine_threshold
4,0.125,66,1,0.011343002319335938,3,10000,0.5,0.75
4,0.25,52,2,0.017914295196533203,6,10000,0.5,0.75
4,0.5,168,2,0.018126487731933594,21,10000,0.5,0.75
4,0.75,90,2,0.018459081649780273,90,10000,0.5,0.75
5,0.125,150,2,0.018810510635375977,6,10000,0.5,0.75
5,0.25,168,2,0.018151044845581055,18,10000,0.5,0.75
5,0.5,50,2,0.018378734588623047,83,10000,0.5,0.75
5,0.75,15,2,0.01807379722595215,282,10000,0.5,0.75
6,0.125,78,2,0.019539356231689453,6,10000,0.5,0.75
6,0.25,74,2,0.018358707427978516,31,10000,0.5,0.75
6,0.5,41,2,0.01793384552001953,221,10000,0.5,0.75
6,0.75,46,2,0.0178835391998291,657,10000,0.5,0.75
7,0.125,129,3,0.01833963394165039,15,10000,0.5,0.75
7,0.25,69,2,0.018418312072753906,93,10000,0.5,0.75
7,0.5,738,11,0.01830601692199707,436,10000,0.5,0.75
7,0.75,24,3,0.025159358978271484,7641,10000,0.5,0.75
8,0.125,286,4,0.01820659637451172,28,10000,0.5,0.75
8,0.25,77,2,0.018134117126464844,118,10000,0.5,0.75
8,0.5,124,2,0.01828479766845703,709,10000,0.5,0.75
8,0.75,68,4,0.06434845924377441,87928,10000,0.5,0.75
9,0.125,201,5,0.01790785789489746,45,10000,0.5,0.75
9,0.25,423,9,0.017956018447875977,180,10000,0.5,0.75
9,0.5,92,3,0.025659561157226562,8710,10000,0.5,0.75
9,0.75,51,5,0.11626124382019043,205635,10000,0.5,0.75
10,0.125,255,6,0.017571449279785156,69,10000,0.5,0.75
10,0.25,607,12,0.01775813102722168,380,10000,0.5,0.75
10,0.5,55,4,0.0658884048461914,95793,10000,0.5,0.75
10,0.75,113,6,0.16483283042907715,282090,10000,0.5,0.75
11,0.125,269,7,0.01797628402709961,116,10000,0.5,0.75
11,0.25,915,14,0.018248558044433594,622,10000,0.5,0.75
11,0.5,72,5,0.17700815200805664,196094,10000,0.5,0.75
11,0.75,193,8,0.22954154014587402,402768,10000,0.5,0.75
12,0.125,413,9,0.025571107864379883,167,10000,0.5,0.75
12,0.25,882,17,0.027940034866333008,6594,10000,0.5,0.75
12,0.5,80,6,0.1183164119720459,190983,10000,0.5,0.75
12,0.75,328,10,0.303666353225708,531845,10000,0.5,0.75
13,0.125,534,10,0.017988204956054688,216,10000,0.5,0.75
13,0.25,64,4,0.03880596160888672,37157,10000,0.5,0.75
13,0.5,172,7,0.15029382705688477,245187,10000,0.5,0.75
13,0.75,274,7,0.3483607769012451,607038,10000,0.5,0.75
14,0.125,595,12,0.01795196533203125,316,10000,0.5,0.75
14,0.25,1041,23,0.046076297760009766,56421,10000,0.5,0.75
14,0.5,184,9,0.22497200965881348,372552,10000,0.5,0.75
14,0.75,283,13,0.4029994010925293,704592,10000,0.5,0.75
15,0.125,547,14,0.017637252807617188,568,10000,0.5,0.75
15,0.25,191,5,0.07882881164550781,127638,10000,0.5,0.75
15,0.5,233,10,0.25721120834350586,429346,10000,0.5,0.75
15,0.75,411,15,0.5137183666229248,876572,10000,0.5,0.75
16,0.125,672,15,0.021228790283203125,2553,10000,0.5,0.75
16,0.25,190,6,0.0724937915802002,112941,10000,0.5,0.75
16,0.5,292,12,0.31172752380371094,480061,10000,0.5,0.75
16,0.75,450,18,0.6624271869659424,1084711,10000,0.5,0.75
17,0.125,716,17,0.023066043853759766,4906,10000,0.5,0.75
17,0.25,135,6,0.07958292961120605,119735,10000,0.5,0.75
17,0.5,328,13,0.3557446002960205,579413,10000,0.5,0.75
17,0.75,644,20,0.7679026126861572,1250525,10000,0.5,0.75
18,0.125,1087,20,0.034528255462646484,30415,10000,0.5,0.75
18,0.25,314,7,0.10043883323669434,159498,10000,0.5,0.75
18,0.5,382,9,0.4113280773162842,649349,10000,0.5,0.75
18,0.75,637,13,0.9010446071624756,1460621,10000,0.5,0.75
19,0.125,838,22,0.04077649116516113,44475,10000,0.5,0.75
19,0.25,296,8,0.12880206108093262,190514,10000,0.5,0.75
19,0.5,534,17,0.49304795265197754,753837,10000,0.5,0.75
19,0.75,721,17,1.0283501148223877,1615086,10000,0.5,0.75
20,0.125,1274,24,0.043854713439941406,55494,10000,0.5,0.75
20,0.25,276,9,0.11254072189331055,180605,10000,0.5,0.75
20,0.5,598,17,0.5679235458374023,875255,10000,0.5,0.75
20,0.75,675,14,1.1971001625061035,1839795,10000,0.5,0.75
21,0.125,1319,27,0.05019497871398926,75367,10000,0.5,0.75
21,0.25,401,10,0.15561318397521973,248336,10000,0.5,0.75
21,0.5,708,16,0.7334606647491455,1059298,10000,0.5,0.75
21,0.75,853,18,1.3722624778747559,2068028,10000,0.5,0.75
22,0.125,1587,29,0.05362296104431152,77560,10000,0.5,0.75
22,0.25,353,11,0.1732008457183838,264517,10000,0.5,0.75
22,0.5,656,23,0.765373706817627,1136289,10000,0.5,0.75
22,0.75,804,17,1.5341122150421143,2272651,10000,0.5,0.75
23,0.125,1518,32,0.07465267181396484,116924,10000,0.5,0.75
23,0.25,462,12,0.20313668251037598,319284,10000,0.5,0.75
23,0.5,761,19,0.9488191604614258,1329579,10000,0.5,0.75
23,0.75,1003,20,1.8512969017028809,2532980,10000,0.5,0.75
24,0.125,1461,35,0.08730483055114746,134837,10000,0.5,0.75
24,0.25,409,13,0.2080540657043457,317136,10000,0.5,0.75
24,0.5,1068,27,1.0260388851165771,1448551,10000,0.5,0.75
24,0.75,915,20,1.9479310512542725,2771338,10000,0.5,0.75
25,0.125,2134,38,0.08820414543151855,138479,10000,0.5,0.75
25,0.25,538,15,0.28831028938293457,427385,10000,0.5,0.75
25,0.5,937,17,1.2179017066955566,1674942,10000,0.5,0.75
