vertices_num,percentage_max_num_edges,total_weight,solution_size,execution_time,num_operations,dynamic_combined_configurations,base_threshold,refine_threshold
25,0.75,948,20,2.2115530967712402,3040253,10000,0.5,0.75
26,0.125,2198,41,0.09397482872009277,148318,10000,0.5,0.75
26,0.25,563,16,0.3233506679534912,459641,10000,0.5,0.75
26,0.5,1052,32,1.3428270816802979,1788797,10000,0.5,0.75
26,0.75,1178,26,2.46852707862854,3288581,10000,0.5,0.75
27,0.125,2150,44,0.0762333869934082,121332,10000,0.5,0.75
27,0.25,638,17,0.30179500579833984,423555,10000,0.5,0.75
27,0.5,1127,35,1.5378367900848389,2005844,10000,0.5,0.75
27,0.75,1356,28,2.747446298599243,3558518,10000,0.5,0.75
28,0.125,2025,48,0.09077644348144531,142911,10000,0.5,0.75
28,0.25,683,19,0.39714980125427246,549308,10000,0.5,0.75
28,0.5,1134,28,1.7062647342681885,2199963,10000,0.5,0.75
28,0.75,976,20,3.121551275253296,3846494,10000,0.5,0.75
29,0.125,3203,51,0.11067318916320801,175674,10000,0.5,0.75
29,0.25,816,20,0.4063858985900879,549621,10000,0.5,0.75
29,0.5,1165,22,1.9212777614593506,2413181,10000,0.5,0.75
29,0.75,1216,24,3.2882401943206787,4146388,10000,0.5,0.75
30,0.125,2622,55,0.12572813034057617,191217,10000,0.5,0.75
30,0.25,655,21,0.4272792339324951,559470,10000,0.5,0.75
30,0.5,1192,29,2.1863744258880615,2629449,10000,0.5,0.75
30,0.75,1311,34,3.6166045665740967,4458673,10000,0.5,0.75
