vertices_num,total_weight,solution_size,execution_time,num_operations,dynamic_combined_configurations,base_threshold,refine_threshold,percentage_max_num_edges
4,66,1,0.00020837783813476562,490,100,0.125,0.25,0.125
4,52,2,0.0004031658172607422,979,200,0.125,0.25,0.25
4,168,2,0.0006289482116699219,1445,300,0.125,0.25,0.5
4,90,2,0.0010836124420166016,2455,500,0.125,0.25,0.75
5,150,2,0.0004134178161621094,979,200,0.125,0.25,0.125
5,168,2,0.0006053447723388672,1441,300,0.125,0.25,0.25
5,50,2,0.0010733604431152344,2451,500,0.125,0.25,0.5
5,15,2,0.0019500255584716797,4057,800,0.125,0.25,0.75
6,78,2,0.0004069805145263672,979,200,0.125,0.25,0.125
6,74,2,0.0008845329284667969,1925,400,0.125,0.25,0.25
6,41,2,0.0019223690032958984,3997,800,0.125,0.25,0.5
6,46,2,0.0037834644317626953,6294,1200,0.125,0.25,0.75
7,129,3,0.0007665157318115234,1474,300,0.125,0.25,0.125
7,69,2,0.0013184547424316406,2928,600,0.125,0.25,0.25
7,238,3,0.0030219554901123047,5623,1100,0.125,0.25,0.5
7,75,3,0.005654573440551758,8481,1600,0.125,0.25,0.75
8,286,4,0.001064300537109375,1989,400,0.125,0.25,0.125
8,77,2,0.0015263557434082031,3422,700,0.125,0.25,0.25
8,124,2,0.004308223724365234,7268,1400,0.125,0.25,0.5
8,203,3,0.009917497634887695,11706,2100,0.125,0.25,0.75
9,156,4,0.001134634017944336,2466,500,0.125,0.25,0.125
9,70,3,0.0026285648345947266,4913,900,0.125,0.25,0.25
9,141,3,0.007353305816650391,9714,1800,0.125,0.25,0.5
9,101,4,0.0250089168548584,18793,2700,0.125,0.25,0.75
10,123,4,0.001436471939086914,3033,600,0.125,0.25,0.125
10,94,3,0.003718137741088867,6331,1200,0.125,0.25,0.25
10,118,4,0.015579938888549805,15039,2300,0.125,0.25,0.5
10,237,4,0.032335519790649414,24292,3400,0.125,0.25,0.75
11,199,5,0.0018968582153320312,3747,700,0.125,0.25,0.125
11,275,4,0.006615161895751953,9396,1400,0.125,0.25,0.25
11,201,4,0.02748584747314453,20178,2800,0.125,0.25,0.5
11,178,4,0.047197818756103516,35936,4200,0.125,0.25,0.75
12,238,5,0.002705097198486328,4866,900,0.125,0.25,0.125
12,198,5,0.00908207893371582,10910,1700,0.125,0.25,0.25
12,162,5,0.03133988380432129,22525,3300,0.125,0.25,0.5
12,235,6,0.06343698501586914,49803,5000,0.125,0.25,0.75
13,217,6,0.0032591819763183594,5451,1000,0.125,0.25,0.125
13,116,6,0.012024879455566406,12046,2000,0.125,0.25,0.25
13,313,7,0.04582548141479492,35570,3900,0.125,0.25,0.5
13,282,9,0.08564567565917969,68740,5900,0.125,0.25,0.75
14,228,7,0.0045244693756103516,6745,1200,0.125,0.25,0.125
14,212,7,0.016952037811279297,14732,2300,0.125,0.25,0.25
14,238,8,0.05764579772949219,43711,4600,0.125,0.25,0.5
14,253,7,0.09544706344604492,69790,6900,0.125,0.25,0.75
15,114,5,0.00613713264465332,8358,1400,0.125,0.25,0.125
15,239,6,0.02660369873046875,18690,2700,0.125,0.25,0.25
15,206,6,0.06858968734741211,52805,5300,0.125,0.25,0.5
15,320,7,0.1116800308227539,84971,7900,0.125,0.25,0.75
16,289,7,0.006024360656738281,8272,1500,0.125,0.25,0.125
16,324,7,0.028776168823242188,20433,3000,0.125,0.25,0.25
16,402,12,0.08210420608520508,59110,6000,0.125,0.25,0.5
16,357,11,0.14295458793640137,117828,9000,0.125,0.25,0.75
17,321,5,0.008463144302368164,10113,1700,0.125,0.25,0.125
17,451,10,0.03278064727783203,22735,3400,0.125,0.25,0.25
17,289,9,0.10459136962890625,84329,6800,0.125,0.25,0.5
17,493,11,0.1816253662109375,138569,10200,0.125,0.25,0.75
18,418,7,0.011902093887329102,11677,2000,0.125,0.25,0.125
18,341,9,0.04497671127319336,31431,3900,0.125,0.25,0.25
18,233,13,0.11614036560058594,86448,7700,0.125,0.25,0.5
18,491,13,0.1866614818572998,158330,11500,0.125,0.25,0.75
19,342,9,0.01639533042907715,15122,2200,0.125,0.25,0.125
19,524,12,0.05411362648010254,40803,4300,0.125,0.25,0.25
19,458,11,0.12432217597961426,86510,8600,0.125,0.25,0.5
19,542,13,0.23215913772583008,207415,12900,0.125,0.25,0.75
20,467,12,0.02356696128845215,17146,2400,0.125,0.25,0.125
20,323,10,0.06087183952331543,43631,4800,0.125,0.25,0.25
20,497,14,0.13642144203186035,98564,9500,0.125,0.25,0.5
20,647,13,0.24343204498291016,209747,14300,0.125,0.25,0.75
21,397,9,0.027063608169555664,17846,2700,0.125,0.25,0.125
21,624,14,0.06827330589294434,48527,5300,0.125,0.25,0.25
21,627,13,0.1871955394744873,152061,10500,0.125,0.25,0.5
21,625,15,0.3079953193664551,275896,15800,0.125,0.25,0.75
22,334,10,0.02908015251159668,19658,2900,0.125,0.25,0.125
22,508,13,0.08834695816040039,59568,5800,0.125,0.25,0.25
22,551,17,0.18913650512695312,131189,11600,0.125,0.25,0.5
22,725,22,0.4195723533630371,357775,17400,0.125,0.25,0.75
23,404,10,0.03935074806213379,24462,3200,0.125,0.25,0.125
23,660,14,0.11280632019042969,69888,6400,0.125,0.25,0.25
23,620,16,0.22292709350585938,151497,12700,0.125,0.25,0.5
23,694,17,0.3024172782897949,233626,19000,0.125,0.25,0.75
24,448,13,0.03664422035217285,26462,3500,0.125,0.25,0.125
24,590,14,0.10165834426879883,71807,6900,0.125,0.25,0.25
24,727,14,0.24226737022399902,187449,13800,0.125,0.25,0.5
24,686,20,0.42116832733154297,305919,20700,0.125,0.25,0.75
25,593,10,0.044388532638549805,29743,3800,0.125,0.25,0.125
25,656,16,0.12005996704101562,87093,7500,0.125,0.25,0.25
25,745,18,0.2927520275115967,238002,15000,0.125,0.25,0.5
25,709,19,0.39609789848327637,336847,22500,0.125,0.25,0.75
26,433,11,0.04615521430969238,32528,4100,0.125,0.25,0.125
26,727,17,0.12509751319885254,97872,8200,0.125,0.25,0.25
26,736,18,0.2443678379058838,166797,16300,0.125,0.25,0.5
26,874,21,0.4293396472930908,361910,24400,0.125,0.25,0.75
27,525,15,0.0503079891204834,33729,4400,0.125,0.25,0.125
27,814,19,0.12752008438110352,87416,8800,0.125,0.25,0.25
27,835,19,0.33672595024108887,276100,17600,0.125,0.25,0.5
27,926,20,0.4528968334197998,343600,26400,0.125,0.25,0.75
28,599,17,0.05489206314086914,36663,4800,0.125,0.25,0.125
28,934,16,0.15352606773376465,120618,9500,0.125,0.25,0.25
28,968,25,0.36515021324157715,299799,18900,0.125,0.25,0.5
28,893,26,0.5451605319976807,439045,28400,0.125,0.25,0.75
29,1013,17,0.0618586540222168,41810,5100,0.125,0.25,0.125
29,991,19,0.16895461082458496,119333,10200,0.125,0.25,0.25
29,902,26,0.45888733863830566,371564,20300,0.125,0.25,0.5
29,1044,24,0.588315486907959,434121,30500,0.125,0.25,0.75
30,672,17,0.07253122329711914,49579,5500,0.125,0.25,0.125
30,821,19,0.15690326690673828,106187,10900,0.125,0.25,0.25
30,1103,22,0.39566636085510254,295794,21800,0.125,0.25,0.5
30,983,27,0.8451108932495117,696192,32700,0.125,0.25,0.75
31,1076,21,0.09020066261291504,67616,5900,0.125,0.25,0.125
31,795,19,0.20638680458068848,152614,11700,0.125,0.25,0.25
31,1126,26,0.5062661170959473,395914,23300,0.125,0.25,0.5
31,999,23,0.8724710941314697,742522,34900,0.125,0.25,0.75
32,881,18,0.08955240249633789,60908,6200,0.125,0.25,0.125
32,1031,20,0.2299056053161621,177014,12400,0.125,0.25,0.25
32,902,26,0.5344157218933105,401013,24800,0.125,0.25,0.5
32,1146,26,1.1969316005706787,1039900,37200,0.125,0.25,0.75
33,806,18,0.09191727638244629,57243,6600,0.125,0.25,0.125
33,894,22,0.2333683967590332,156056,13200,0.125,0.25,0.25
33,1123,27,0.5651726722717285,430500,26400,0.125,0.25,0.5
33,1269,29,1.110924482345581,844354,39600,0.125,0.25,0.75
34,909,22,0.11331796646118164,66177,7100,0.125,0.25,0.125
34,796,22,0.23696446418762207,161701,14100,0.125,0.25,0.25
34,912,25,0.5597198009490967,419526,28100,0.125,0.25,0.5
34,1286,33,1.358922004699707,1144270,42100,0.125,0.25,0.75
35,1100,23,0.12269997596740723,87571,7500,0.125,0.25,0.125
35,1058,24,0.2886214256286621,177299,14900,0.125,0.25,0.25
35,1405,30,0.6242256164550781,486856,29800,0.125,0.25,0.5
35,1314,28,1.0908160209655762,850346,44700,0.125,0.25,0.75
36,991,21,0.13475990295410156,97743,7900,0.125,0.25,0.125
36,910,25,0.27248287200927734,180590,15800,0.125,0.25,0.25
36,1413,35,0.8713324069976807,684803,31500,0.125,0.25,0.5
36,1218,29,1.5196526050567627,1170661,47300,0.125,0.25,0.75
37,956,27,0.1696767807006836,80043,8400,0.125,0.25,0.125
37,1297,32,0.37331604957580566,226643,16700,0.125,0.25,0.25
37,1407,34,1.0388994216918945,746343,33300,0.125,0.25,0.5
37,1282,33,1.573636770248413,1257155,50000,0.125,0.25,0.75
38,798,22,0.1363837718963623,79235,8800,0.125,0.25,0.125
38,1253,32,0.31659770011901855,207970,17600,0.125,0.25,0.25
38,1430,35,1.2318193912506104,873382,35200,0.125,0.25,0.5
38,1191,29,1.4277260303497314,1016248,52800,0.125,0.25,0.75
39,1072,30,0.14848041534423828,95075,9300,0.125,0.25,0.125
39,1289,26,0.39553165435791016,292484,18600,0.125,0.25,0.25
39,1579,35,1.1178717613220215,852542,37100,0.125,0.25,0.5
39,1573,40,1.7123351097106934,1296838,55600,0.125,0.25,0.75
40,1117,26,0.1518092155456543,90802,9800,0.125,0.25,0.125
40,1278,29,0.4889562129974365,335920,19500,0.125,0.25,0.25
40,1433,34,1.2026467323303223,901331,39000,0.125,0.25,0.5
40,1441,31,1.5545005798339844,1201536,58500,0.125,0.25,0.75
41,1310,31,0.18534588813781738,125694,10300,0.125,0.25,0.125
41,1646,36,0.4195563793182373,284858,20500,0.125,0.25,0.25
41,1622,31,1.1109874248504639,818280,41000,0.125,0.25,0.5
41,1620,34,1.9445066452026367,1407980,61500,0.125,0.25,0.75
42,1257,28,0.17130446434020996,107304,10800,0.125,0.25,0.125
42,1530,32,0.4522676467895508,299119,21600,0.125,0.25,0.25
42,1531,38,1.1028282642364502,834315,43100,0.125,0.25,0.5
42,1713,37,2.664088249206543,1905401,64600,0.125,0.25,0.75
43,1524,32,0.19005346298217773,122128,11300,0.125,0.25,0.125
43,1510,37,0.45380687713623047,292869,22600,0.125,0.25,0.25
43,1785,33,1.8780972957611084,1424758,45200,0.125,0.25,0.5
43,2154,43,3.409864902496338,2448610,67800,0.125,0.25,0.75
44,1511,35,0.22416901588439941,144151,11900,0.125,0.25,0.125
44,1451,30,0.44577932357788086,294072,23700,0.125,0.25,0.25
44,1688,42,1.6698923110961914,1168993,47300,0.125,0.25,0.5
44,1828,39,2.8380672931671143,2036291,71000,0.125,0.25,0.75
45,1171,32,0.19603395462036133,127247,12400,0.125,0.25,0.125
45,1912,43,0.6773123741149902,462197,24800,0.125,0.25,0.25
45,1897,41,1.4923350811004639,1032701,49500,0.125,0.25,0.5
45,1733,37,3.050487518310547,2126348,74300,0.125,0.25,0.75
46,1519,27,0.22583460807800293,141550,13000,0.125,0.25,0.125
46,1418,34,0.725623607635498,478935,25900,0.125,0.25,0.25
46,1654,40,1.7984023094177246,1147887,51800,0.125,0.25,0.5
46,1875,44,4.168376207351685,2827451,77700,0.125,0.25,0.75
47,1719,40,0.27044081687927246,169760,13600,0.125,0.25,0.125
47,1663,35,0.8427584171295166,569838,27100,0.125,0.25,0.25
47,1798,42,1.7380545139312744,1139084,54100,0.125,0.25,0.5
47,2089,42,3.925670862197876,2817919,81100,0.125,0.25,0.75
48,1640,33,0.2859315872192383,195454,14100,0.125,0.25,0.125
48,1515,35,0.6081280708312988,409746,28200,0.125,0.25,0.25
48,1924,47,2.2102348804473877,1591425,56400,0.125,0.25,0.5
48,2002,46,3.29337477684021,2469161,84600,0.125,0.25,0.75
49,1503,35,0.2780301570892334,175684,14700,0.125,0.25,0.125
49,1641,39,0.7145280838012695,484567,29400,0.125,0.25,0.25
49,1871,34,1.635765552520752,1251006,58800,0.125,0.25,0.5
49,1981,43,3.593712568283081,2566503,88200,0.125,0.25,0.75
50,1932,39,0.31931233406066895,201647,15400,0.125,0.25,0.125
50,1621,37,0.6634542942047119,414168,30700,0.125,0.25,0.25
50,1854,44,2.91180419921875,1948740,61300,0.125,0.25,0.5
50,1955,51,4.732396364212036,3216077,91900,0.125,0.25,0.75
